Year,County,IncomeClass,Disclosure,ReturnCount,TotalIncome,TotalDeductions,TotalExemptions,TotalTaxableIncome,TotalTaxBeforeCredits,TotalTaxLiability,Place of Residence Sort Order,Income Class Sort Order
1999, Chenango ,"100,000 - 199,999",,485,61933,7350,522,54061,3510,3468,14,10
2010,Essex,"5,000 - 9,999",,1519,11256,9757,17,1483,59,-203,21,2
2009,Tompkins,"250,000 - 499,999",,501,166062,12985,588,152489,11199,10625,56,12
2001, Rockland ,"20,000 - 29,999",,12329,306986,129910,6998,170078,7615,5906,45,4
2009,Schoharie,"60,000 - 74,999",,828,55237,12291,755,42191,2312,2099,49,8
2005, Niagara ,"50,000 - 59,999",,5453,299671,73271,4960,221440,11569,11218,35,7
2008, New York City - Kings ,"250,000 - 499,999",,8390,2808078,254482,8960,2544636,174306,165702,2,12
1999, Schuyler ,"20,000 - 29,999",,1133,28145,11840,848,15456,677,556,50,4
2005, Delaware ,"100,000 - 199,999",,654,83324,11825,635,70864,4632,4440,18,10
2007, Monroe ,"40,000 - 49,999",,24812,1112043,297210,14577,800255,42050,37479,32,6
2002, Clinton ,"40,000 - 49,999",,2764,124037,33467,2262,88308,4432,4194,15,6
2002, Cattaraugus ,"50,000 - 59,999",,2058,112874,27884,2267,82723,4187,3952,10,7
2008, New York City - Richmond ,"50,000 - 59,999",,12521,686274,183028,8168,495078,27225,24195,5,7
2009,Tompkins,"75,000 - 99,999",,2915,252353,46973,2585,202795,11814,11027,56,9
2012,Seneca,"Under 5,000",,2609,-2250,3926,0,205,8,-212,51,1
2009,Ontario,"10,000 - 19,999",,7104,105443,65923,2170,37351,1520,-1212,38,3
2004, Delaware ,"30,000 - 39,999",,2041,70734,23830,1512,45392,2155,1983,18,5
1999, Livingston ,"50,000 - 59,999",,1772,97081,22409,2032,72640,3704,3640,30,7
2004, Franklin ,"10,000 - 19,999",,3354,49814,32594,1490,15729,639,-609,22,3
2009,Suffolk,"500,000 and over",,5184,8516633,187309,6714,8322610,744588,717593,53,13
2008, Residence Unknown ++ ,"40,000 - 49,999",,308,13741,3983,117,9641,525,479,66,6
1999, Warren ,"30,000 - 39,999",,2655,92347,29536,1963,60849,2868,2818,58,5
2000, Lewis ,"30,000 - 39,999",,1306,45611,14837,1268,29506,1368,1241,29,5
2000, St. Lawrence ,"200,000 and over",,201,77142,5092,215,71835,4921,4830,46,11
2009,Washington,"5,000 - 9,999",,2494,18512,15977,48,2486,99,-443,59,2
2008, Suffolk ,"60,000 - 74,999",,47788,3214517,917135,36576,2260806,126752,117758,53,8
2007, Oneida ,"20,000 - 29,999",,14584,361137,149140,8390,203606,9119,3770,36,4
2006, Franklin ,"60,000 - 74,999",,1322,88593,19135,1303,68154,3742,3368,22,8
1999, Saratoga ,"50,000 - 59,999",,5958,327333,74821,5559,246953,12828,12725,47,7
2001, Oswego ,"50,000 - 59,999",,3217,176195,41560,3367,131268,6728,6619,41,7
1999, New York City - Kings ,"Under 5,000",,108231,255432,248121,0,7351,294,-5425,2,1
2011,Wyoming,"50,000 - 59,999",,1162,63787,15158,906,47723,2527,2196,62,7
2011,Oneida,"50,000 - 59,999",,5633,308948,71633,4001,233313,12562,11416,36,7
2003, Cattaraugus ,"5,000 - 9,999",,3842,28482,24471,73,3929,157,-582,10,2
2009,Orleans,"40,000 - 49,999",,1366,61124,16980,1119,43025,2178,1824,40,6
2000, Chemung ,"30,000 - 39,999",,3964,137887,42380,2828,92680,4420,4283,13,5
2012,Tioga,"250,000 - 499,999",,129,42094,2651,153,39289,2651,2397,55,12
1999, Jefferson ,"10,000 - 19,999",,7595,111868,72171,3677,36019,1461,-14,28,3
2000, Erie ,"200,000 and over",,5501,3029723,143101,6408,2878058,197147,190872,20,11
2003, Niagara ,Total,,95022,3351497,911186,51734,2388576,134949,122150,35,12
1999, Westchester ,Total,,413950,39382028,5479062,231191,33671775,2187790,2056901,61,12
2009,Warren,"5,000 - 9,999",,3237,23998,20334,53,3610,144,-439,58,2
2011,Greene,"20,000 - 29,999",,2466,60950,26257,1272,33421,1494,600,25,4
2008, Chemung ,"5,000 - 9,999",,3956,29285,25148,75,4062,162,-718,13,2
2012,Washington,"10,000 - 19,999",,4309,64125,40245,1611,22269,907,-996,59,3
2005, Dutchess ,"60,000 - 74,999",,9585,645107,157286,9180,478641,26531,25244,19,8
2001, Cattaraugus ,"200,000 and over",,140,61685,3372,164,58149,3983,3802,10,11
2002, Greene ,"10,000 - 19,999",,3160,46740,30321,1140,15279,621,-134,25,3
2011,Dutchess,"Under 5,000",,19547,-91179,30422,0,1897,76,-1271,19,1
2001, Nassau ,"40,000 - 49,999",,46307,2074834,597420,26973,1450441,76176,74518,34,6
2006, Allegany ,"200,000 and over",,91,38794,1937,85,36772,2519,2079,8,11
2004, Ontario ,"75,000 - 99,999",,3529,303567,57461,4197,241909,13892,13433,38,9
2009,Lewis,"500,000 and over",,14,14615,203,19,14394,1280,1275,29,13
2003, Cortland ,Total,,19459,666069,190869,11111,464089,25869,22096,17,12
2007, Monroe ,"250,000 - 499,999",,3835,1288674,103436,4559,1180679,80876,76496,32,12
2010,Allegany,"50,000 - 59,999",,1155,63211,15815,1070,46326,2400,2023,8,7
2000, Broome ,Total,,87856,3198993,808025,45134,2345841,133478,125659,9,12
2006, Putnam ,"10,000 - 19,999",,4157,61394,38405,665,22324,915,123,43,3
2006, Clinton ,"20,000 - 29,999",,4493,111499,46235,2393,62870,2819,1417,15,4
2009,Genesee,"500,000 and over",,44,47969,1494,41,46434,4162,3027,24,13
2011,Nassau,"50,000 - 59,999",,35012,1919765,544535,20378,1354852,74600,68470,34,7
2012,Warren,"250,000 - 499,999",,328,111111,8261,328,102522,6943,6512,58,12
2003, Wyoming ,"Under 5,000",,2825,5649,5280,1,368,15,-402,62,1
2011,Sullivan,"100,000 - 199,999",,2528,330627,55171,2740,272717,17816,16738,54,10
2011,Cortland,"60,000 - 74,999",,1346,90296,19274,1137,69885,3859,3461,17,8
2011,Herkimer,"30,000 - 39,999",,2849,99134,31354,1898,65881,3222,2275,27,5
2005, Livingston ,"200,000 and over",,188,76063,4461,187,71415,5328,5044,30,11
1999, Cattaraugus ,"200,000 and over",,159,78391,4282,175,73935,5065,4882,10,11
2004, Saratoga ,"75,000 - 99,999",,9341,806939,150608,10515,645816,37300,36577,47,9
2006, Schuyler ,"100,000 - 199,999",,311,39566,5755,330,33481,2170,1933,50,10
2009,Lewis,"250,000 - 499,999",,17,5515,366,17,5132,378,361,29,12
2008, Rockland ,"200,000 - 249,999",,2939,651150,98269,4310,548572,37577,31697,45,11
1999, Clinton ,"30,000 - 39,999",,3224,112335,35373,2407,74555,3508,3376,15,5
2004, Rockland ,"20,000 - 29,999",,12133,301365,136605,7231,157529,7042,4063,45,4
2003, Niagara ,"40,000 - 49,999",,6725,301735,83960,5682,212093,10612,10289,35,6
2010,Clinton,"20,000 - 29,999",,4540,112193,46014,2382,63796,2863,1123,15,4
2007, Rensselaer ,"50,000 - 59,999",,4427,242683,58122,2950,181610,9842,8839,44,7
2007, Warren ,"10,000 - 19,999",,5193,77507,48495,1495,27517,1123,-502,58,3
2010,Otsego,"30,000 - 39,999",,2530,87800,28621,1522,57657,2811,2082,42,5
2000, Fulton ,"75,000 - 99,999",,997,84848,13840,1127,69881,4028,3994,23,9
2009,Tioga,"Under 5,000",,3339,-1523,5878,0,324,13,-255,55,1
2007, Allegany ,"20,000 - 29,999",,2342,57941,25622,1596,30723,1363,434,8,4
2008, Niagara ,Total,,98697,3943622,986787,49223,2935145,169557,143007,35,14
2006, Genesee ,"60,000 - 74,999",,2051,137788,30776,2158,104854,5687,5092,24,8
2007, NYS Unclassified + ,"10,000 - 19,999",,105,1553,991,27,535,22,-14,65,3
2001, Essex ,"60,000 - 74,999",,969,64455,13319,1055,50080,2712,2607,21,8
2009,Allegany,Total,,18161,647142,181591,10548,460959,26420,19700,8,14
2000, Tioga ,Total,,21742,787575,207736,13381,566458,31303,28058,55,12
2000, Nassau ,"60,000 - 74,999",,45962,3090443,730916,42572,2316927,129134,127980,34,8
1999, Delaware ,"60,000 - 74,999",,914,60958,12095,999,47865,2597,2498,18,8
2006, Herkimer ,"Under 5,000",,4211,8473,8009,0,464,19,-390,27,1
2003, Hamilton ,Total,,2557,77831,24338,977,52515,2919,2637,26,12
1999, Jefferson ,"Under 5,000",,6079,14107,13355,0,764,31,-198,28,1
2012,Madison,"40,000 - 49,999",,2207,98579,26201,1461,70916,3599,3085,31,6
2002, Montgomery ,"50,000 - 59,999",,1228,67392,16587,1225,49579,2545,2468,33,7
2007, Putnam ,"10,000 - 19,999",,4350,64229,39759,670,23800,977,115,43,3
2010,Washington,"200,000 - 249,999",,68,14958,1378,74,13506,926,842,59,11
2004, Jefferson ,"5,000 - 9,999",,4447,32827,28154,108,4565,183,-668,28,2
2009,Wayne,"200,000 - 249,999",,139,30654,3062,149,27443,1880,1796,60,11
1999, Tompkins ,"10,000 - 19,999",,5950,88823,52034,1740,35049,1428,609,56,3
2007, Wayne ,"200,000 - 249,999",,159,34702,3523,157,31023,2125,2045,60,11
2004, Cortland ,"40,000 - 49,999",,1499,67118,18786,1241,47091,2357,2230,17,6
2010,Otsego,"Under 5,000",,4651,-6959,7528,0,389,16,-537,42,1
2000, Jefferson ,"200,000 and over",,265,102296,5723,284,96289,6596,6461,28,11
2010,Rensselaer,"60,000 - 74,999",,5262,353302,75257,3877,274168,15424,14030,44,8
2006, Columbia ,"40,000 - 49,999",,2110,94694,26609,1408,66677,3424,2864,16,6
1999, Franklin ,"Under 5,000",,3059,6733,6381,0,352,14,-194,22,1
2009,NYS Unclassified +,"10,000 - 19,999",,32,474,337,10,127,5,-4,65,3
2009,New York City - Kings,"40,000 - 49,999",,83946,3755710,976417,62349,2716944,144269,123057,2,6
2004, Ontario ,"30,000 - 39,999",,4469,155716,50445,2762,102509,4975,4635,38,5
2003, Livingston ,"60,000 - 74,999",,2041,137111,29915,2315,104881,5663,5513,30,8
2012,Erie,"60,000 - 74,999",,27124,1822666,368569,20311,1433786,78524,73046,20,8
2011,Montgomery,"100,000 - 199,999",,1482,189870,27519,1594,160757,10449,9972,33,10
1999, Rensselaer ,"40,000 - 49,999",,5270,236088,60746,4147,171196,8638,8372,44,6
2009,Hamilton,"30,000 - 39,999",,236,8218,2849,125,5244,254,196,26,5
2011,New York City - Bronx,"40,000 - 49,999",,46189,2065210,526949,41491,1496770,79057,64940,1,6
2010,Ontario,"60,000 - 74,999",,3368,226097,50219,2909,172969,9527,8617,38,8
2009,Monroe,"30,000 - 39,999",,31378,1090535,342841,17266,730428,36339,28178,32,5
2008, Niagara ,"50,000 - 59,999",,5416,297214,71810,4192,221213,11727,10556,35,7
2003, Montgomery ,"5,000 - 9,999",,2439,18011,15496,26,2489,100,-376,33,2
2005, Wyoming ,"5,000 - 9,999",,1727,12835,10549,31,2232,89,-173,62,2
2005, Broome ,"5,000 - 9,999",,9826,72662,62236,115,10252,410,-1201,9,2
2000, Dutchess ,"5,000 - 9,999",,11323,83225,66487,141,16598,664,-291,19,2
2010,Greene,"75,000 - 99,999",,1677,144564,27023,1633,115908,6747,6276,25,9
2001, Westchester ,"75,000 - 99,999",,31415,2717439,571059,27689,2118690,124359,118632,61,9
2012,Franklin,"5,000 - 9,999",,1780,13238,11415,21,1801,72,-345,22,2
2008, Oneida ,"60,000 - 74,999",,6517,436908,94147,5693,337068,18618,17067,36,8
2008, Genesee ,"60,000 - 74,999",,2024,135758,30225,1956,103577,5635,5078,24,8
2002, Lewis ,"200,000 and over",,26,6737,406,38,6293,431,422,29,11
2001, Cayuga ,"200,000 and over",,184,75745,4471,191,71083,4869,4498,11,11
2004, Steuben ,"200,000 and over",,380,200686,13166,484,187036,14126,13587,52,11
2001, Monroe ,"30,000 - 39,999",,32316,1125640,334134,17723,773784,38325,37504,32,5
2001, Greene ,"30,000 - 39,999",,2020,70530,22022,1421,47087,2265,2223,25,5
2012,Hamilton,"5,000 - 9,999",,247,1788,1544,0,244,10,-21,26,2
2000, Franklin ,"10,000 - 19,999",,3877,57895,36861,1850,19185,779,-177,22,3
2010,Tompkins,"200,000 - 249,999",,428,95033,10666,457,83910,5750,5506,56,11
2006, Steuben ,"50,000 - 59,999",,2456,134451,33600,2230,98621,5127,4413,52,7
2007, Otsego ,"75,000 - 99,999",,1685,145312,27096,1691,116525,6727,6217,42,9
2003, Nassau ,Total,,631973,46710676,8833782,380082,37496836,2529154,2398519,34,12
2008, Seneca ,"5,000 - 9,999",,1434,10525,8888,36,1601,64,-226,51,2
2008, Tompkins ,"60,000 - 74,999",,2583,173584,37329,1860,134395,7506,6904,56,8
2001, Seneca ,"100,000 - 199,999",,357,45319,5874,419,39026,2528,2453,51,10
2011,Steuben,"20,000 - 29,999",,5058,124663,54233,3406,67024,2975,389,52,4
2002, Genesee ,"5,000 - 9,999",,2902,21373,17616,58,3699,148,-242,24,2
2005, Niagara ,"30,000 - 39,999",,8738,303998,97005,5587,201388,9804,9166,35,5
2001, Ontario ,"75,000 - 99,999",,3089,264171,46531,3659,213981,12304,12137,38,9
2007, Schoharie ,"5,000 - 9,999",,1352,9943,8546,13,1383,55,-200,49,2
2006, Hamilton ,"60,000 - 74,999",,136,9116,2121,113,6882,371,334,26,8
2002, Putnam ,"50,000 - 59,999",,2701,148444,40397,2192,105855,5655,5279,43,7
2010,Hamilton,"Under 5,000",,512,-1095,761,0,31,1,-21,26,1
2008, Allegany ,"10,000 - 19,999",,3098,45685,30027,1163,14495,589,-762,8,3
2008, Albany ,"10,000 - 19,999",,18838,279348,169450,5817,104080,4248,-2557,7,3
2005, Ulster ,"200,000 and over",,1212,590614,31383,1061,558170,41834,38714,57,11
2012,Putnam,"40,000 - 49,999",,2865,128922,39545,1440,87938,4542,3870,43,6
2002, Oneida ,"100,000 - 199,999",,3323,423689,57116,4218,362355,23483,23077,36,10
1999, St. Lawrence ,Total,,39591,1212740,363601,23610,825543,44325,40368,46,12
2006, Montgomery ,Total,,22656,786316,225652,11673,548999,30491,23398,33,12
2004, Genesee ,"10,000 - 19,999",,4196,62297,38912,1459,21925,893,-311,24,3
2010,Chautauqua,"5,000 - 9,999",,6036,44863,38126,101,6637,266,-1059,12,2
2005, Schenectady ,"60,000 - 74,999",,4807,323117,69540,4200,249377,13785,13355,48,8
2002, New York City - Richmond ,"10,000 - 19,999",,23966,350710,229763,9067,111879,4552,-2280,5,3
2011,Putnam,"20,000 - 29,999",,3785,94322,42803,1390,50128,2276,1198,43,4
2010,Delaware,"30,000 - 39,999",,1886,65700,22255,1217,42228,2032,1438,18,5
2003, Ulster ,Total,,76924,3079175,797510,40037,2241621,131770,120899,57,12
2004, Saratoga ,"100,000 - 199,999",,9136,1184707,170869,11321,1002517,65775,64392,47,10
2004, Otsego ,"5,000 - 9,999",,2690,19841,17120,34,2687,108,-323,42,2
2006, NYS Unclassified + ,Total,,2308,128966,26701,744,101522,6457,6100,65,12
2007, Cattaraugus ,"500,000 and over",,55,81304,2267,45,78992,5411,4684,10,13
2010,Schuyler,"75,000 - 99,999",,588,50928,9011,540,41377,2396,2206,50,9
2011,Herkimer,"250,000 - 499,999",,55,18437,1161,52,17224,1276,1112,27,12
2005, Essex ,"75,000 - 99,999",,971,83003,15622,1019,66362,3821,3635,21,9
2002, St. Lawrence ,"30,000 - 39,999",,3940,137442,46237,3333,87873,4130,3903,46,5
2009,Ontario,"40,000 - 49,999",,3501,156727,43599,2333,110795,5682,4902,38,6
2003, Tioga ,"75,000 - 99,999",,1357,116404,20522,1797,94085,5399,5115,55,9
2002, Wyoming ,"5,000 - 9,999",,1756,12978,10830,28,2120,85,-161,62,2
2011,Rockland,"30,000 - 39,999",,10156,353304,128187,8068,217050,10673,6735,45,5
2000, Saratoga ,"60,000 - 74,999",,7719,517986,102288,7903,407795,22374,22202,47,8
1999, Greene ,"20,000 - 29,999",,2659,65689,26839,1490,37359,1655,1468,25,4
2010,Franklin,"50,000 - 59,999",,1160,63602,14829,913,47859,2554,2270,22,7
2006, Wayne ,"75,000 - 99,999",,3450,297002,55874,3948,237181,13623,12472,60,9
2009,Residence Unknown ++,"10,000 - 19,999",,1451,21536,13543,334,7659,313,25,66,3
2008, Greene ,"40,000 - 49,999",,1686,75403,20873,1102,53429,2769,2465,25,6
2005, Oswego ,"10,000 - 19,999",,8221,121800,78318,3518,39918,1624,-1343,41,3
2012,New York City - Manhattan,"75,000 - 99,999",,65206,5642134,842664,16919,4782550,283661,271270,3,9
2009,Saratoga,"Under 5,000",,14895,-43474,25346,0,1748,70,-812,47,1
2005, Rensselaer ,"200,000 and over",,774,312980,18346,870,293765,21880,19968,44,11
2007, Orleans ,"60,000 - 74,999",,1220,81631,18255,1315,62062,3354,2939,40,8
2007, Otsego ,"200,000 - 249,999",,132,29185,3112,158,25915,1775,1728,42,11
2009,Albany,"Under 5,000",,20883,-21031,35273,0,1855,74,-2601,7,1
2003, Oneida ,"40,000 - 49,999",,7074,317129,87794,5820,223516,11216,10841,36,6
2010,St. Lawrence,"30,000 - 39,999",,3733,129912,42825,2650,84438,4066,2852,46,5
2012,Oneida,"40,000 - 49,999",,7164,320351,83423,4256,232672,11887,10458,36,6
2012,Lewis,"50,000 - 59,999",,697,38259,9480,585,28194,1454,1262,29,7
2004, Albany ,"60,000 - 74,999",,9287,624355,129307,7655,487393,27256,26631,7,8
2011,Orange,"500,000 and over",,589,841079,20131,793,820155,73306,58117,39,13
2005, Putnam ,"Under 5,000",,6154,11958,11021,0,926,37,-100,43,1
2003, Washington ,"Under 5,000",,4111,8293,7823,0,469,19,-278,59,1
2011,Cayuga,Total,,33148,1345517,330720,16718,1026820,61794,49053,11,14
1999, Wyoming ,Total,,17223,575074,159648,10532,404894,21885,19785,62,12
2009,Oswego,"250,000 - 499,999",,133,42534,2794,132,39609,2886,2759,41,12
2007, Tioga ,"30,000 - 39,999",,2284,79554,26234,1499,51821,2502,1820,55,5
2001, Rensselaer ,"200,000 and over",,481,188390,10112,568,177711,12173,11468,44,11
2008, Otsego ,Total,,25606,1033964,260932,12085,775445,45287,38060,42,14
2002, Greene ,"75,000 - 99,999",,1144,97660,17161,1241,79258,4572,4492,25,9
2009,Genesee,"Under 5,000",,4464,-10869,7670,0,511,20,-402,24,1
2011,Hamilton,"30,000 - 39,999",,223,7763,2766,128,4868,235,170,26,5
2006, New York City - Bronx ,"5,000 - 9,999",,68249,522184,488592,3886,29707,1188,-31415,1,2
2003, Genesee ,"100,000 - 199,999",,851,107243,14678,1102,91463,5958,5793,24,10
2009,New York City - Richmond,"Under 5,000",,29322,-106117,44447,0,2166,87,-1683,5,1
2009,Seneca,"40,000 - 49,999",,1183,52950,14308,904,37738,1935,1619,51,6
2000, Oneida ,"50,000 - 59,999",,5682,310954,70641,5703,234602,12097,11888,36,7
2002, Delaware ,"5,000 - 9,999",,2309,17082,15163,44,1875,75,-314,18,2
2000, NYS Unclassified + ,Total,,3659,152308,34236,1441,116630,7180,6639,65,12
2004, Nassau ,"50,000 - 59,999",,35843,1964321,578432,24769,1361120,73723,71330,34,7
2002, Oswego ,"200,000 and over",,168,61718,3259,191,58268,3991,3842,41,11
2001, New York City - Bronx ,"30,000 - 39,999",,62247,2153054,681400,57529,1414125,68619,60971,1,5
2000, Suffolk ,"200,000 and over",,19610,11451706,561300,21948,10834668,742173,720959,53,11
2010,Broome,"100,000 - 199,999",,6271,823092,115006,7050,701036,45840,43460,9,10
1999, Clinton ,"Under 5,000",,4665,10615,9970,0,645,26,-115,15,1
2009,Columbia,"5,000 - 9,999",,2652,19704,16865,24,2815,113,-326,16,2
2005, Genesee ,"100,000 - 199,999",,1029,128754,18293,1315,109146,7061,6858,24,10
2009,Cattaraugus,"200,000 - 249,999",,80,17745,1851,95,15799,1082,977,10,11
2004, Albany ,"100,000 - 199,999",,10481,1365620,195482,12332,1157851,76148,74472,7,10
1999, Genesee ,"75,000 - 99,999",,1322,112620,18234,1673,92712,5330,5223,24,9
2011,Delaware,"200,000 - 249,999",,62,13749,1565,41,12143,832,765,18,11
2004, Delaware ,"10,000 - 19,999",,3458,51082,34097,1209,15761,641,-428,18,3
2000, Seneca ,"Under 5,000",,2350,5145,4815,0,329,13,-111,51,1
2010,Columbia,"5,000 - 9,999",,2516,18600,15919,35,2646,106,-332,16,2
2010,Dutchess,"200,000 - 249,999",,1909,422315,51404,2380,368531,25257,23300,19,11
2007, Madison ,"50,000 - 59,999",,1837,100580,25084,1526,73970,3874,3341,31,7
1999, Cortland ,Total,,19114,601623,178051,11094,412477,22122,20176,17,12
2006, New York City - Richmond ,"50,000 - 59,999",,12463,683356,185014,8718,489624,26770,23680,5,7
2010,Sullivan,"250,000 - 499,999",,180,60246,5480,122,54643,4034,3630,54,12
2003, St. Lawrence ,Total,,39269,1265415,379901,22614,862899,47653,41195,46,12
2006, Ontario ,Total,,46764,2190837,513764,25440,1651646,97667,84772,38,12
2011,Tioga,"250,000 - 499,999",,88,29495,1870,106,27518,2033,1815,55,12
2012,St. Lawrence,"10,000 - 19,999",,6644,98831,63371,2818,32642,1328,-2007,46,3
2010,Rockland,"30,000 - 39,999",,10080,351593,130380,7714,213499,10494,6560,45,5
2010,Broome,"40,000 - 49,999",,6187,277185,72455,3794,200935,10455,9154,9,6
2000, Allegany ,"30,000 - 39,999",,1943,67439,21863,1824,43752,2026,1913,8,5
2009,Chenango,Total,,21644,736823,213997,11496,529627,29929,22739,14,14
2011,Rockland,"20,000 - 29,999",,13484,332862,156752,11759,164351,7309,-24,45,4
2007, Tioga ,"500,000 and over",,33,39033,853,26,38155,2614,2115,55,13
2012,Oneida,"100,000 - 199,999",,7178,934963,128600,8196,798168,49637,47707,36,10
1999, Genesee ,"40,000 - 49,999",,2350,105348,28392,2554,74403,3622,3524,24,6
2005, New York City - Kings ,"20,000 - 29,999",,136466,3392107,1476092,120490,1795353,78603,23539,2,4
2002, Schuyler ,"Under 5,000",,1419,2894,2747,0,146,6,-56,50,1
2007, Essex ,"30,000 - 39,999",,1656,57489,19506,944,37040,1790,1391,21,5
2003, Orleans ,"50,000 - 59,999",,1076,58827,14845,1186,42797,2182,2113,40,7
2012,Essex,"20,000 - 29,999",,2225,55420,23245,1142,31032,1389,484,21,4
2004, Saratoga ,"50,000 - 59,999",,6080,333309,81044,5050,247215,13074,12701,47,7
2006, Jefferson ,"10,000 - 19,999",,7437,109939,71451,2870,35619,1448,-1609,28,3
2009,Ulster,"250,000 - 499,999",,590,193982,16678,556,176749,12988,12237,57,12
2001, Tompkins ,"20,000 - 29,999",,4937,121904,47737,2249,71918,3236,2692,56,4
2005, Genesee ,Total,,26612,945621,262265,14890,668338,37159,32924,24,12
2007, Erie ,"250,000 - 499,999",,3691,1246504,94717,4572,1147213,78584,74292,20,12
2001, Saratoga ,"60,000 - 74,999",,7681,516822,104885,7649,404289,22195,21957,47,8
2004, Putnam ,"75,000 - 99,999",,5023,436743,102656,5808,328279,18952,17683,43,9
2003, Jefferson ,"Under 5,000",,6456,13496,12732,0,765,31,-371,28,1
1999, Broome ,"10,000 - 19,999",,16619,245980,152397,5852,87731,3565,996,9,3
2001, Steuben ,"50,000 - 59,999",,2398,131179,30522,2423,98234,5036,4868,52,7
2001, Franklin ,"100,000 - 199,999",,373,46765,6331,442,39992,2578,2528,22,10
2003, New York City - Kings ,"60,000 - 74,999",,45851,3064399,652418,40604,2371376,135310,131877,2,8
2012,Broome,"75,000 - 99,999",,6068,525201,93183,5486,426533,24077,22304,9,9
2002, Otsego ,"200,000 and over",,226,91392,6917,259,84216,5769,5413,42,11
